year,area_id,county,county_olelo,species_group,ecosystem_type,exchange_value,exchange_value_formatted
2017,320,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,320,Maui,Maui,Pelagics,All Ecosystems,23844.50521925614,"$23,845"
2017,320,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,320,Maui,Maui,Pelagics,Coastal — Open Ocean,23844.50522,"$23,845"
2017,320,Maui,Maui,All Species,All Ecosystems,295248.1902,"$295,248"
2017,320,Maui,Maui,All Species,Coastal — Open Ocean,217707.2278,"$217,707"
2017,320,Maui,Maui,All Species,Inshore — Reef,77540.96243,"$77,541"
2017,321,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,106758.40452677904,"$106,758"
2017,321,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,321,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,106758.4045,"$106,758"
2017,321,Maui,Maui,Shallow Bottomfish,All Ecosystems,39151.345677081765,"$39,151"
2017,321,Maui,Maui,Shallow Bottomfish,Inshore — Reef,29093.569184578475,"$29,094"
2017,321,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,10057.77649250329,"$10,058"
2017,321,Maui,Maui,Reef-Associated,All Ecosystems,2833.733394019454,"$2,834"
2017,321,Maui,Maui,Reef-Associated,Inshore — Reef,2833.733394,"$2,834"
2017,321,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,321,Maui,Maui,Pelagics,All Ecosystems,1010.9023681055492,"$1,011"
2017,321,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,321,Maui,Maui,Pelagics,Coastal — Open Ocean,1010.902368,"$1,011"
2017,321,Maui,Maui,All Species,All Ecosystems,149754.386,"$149,754"
2017,321,Maui,Maui,All Species,Coastal — Open Ocean,117827.0834,"$117,827"
2017,321,Maui,Maui,All Species,Inshore — Reef,31927.30258,"$31,927"
2017,322,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,24070.32616667743,"$24,070"
2017,322,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,322,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,24070.32617,"$24,070"
2017,322,Maui,Maui,Shallow Bottomfish,All Ecosystems,4280.826072026801,"$4,281"
2017,322,Maui,Maui,Shallow Bottomfish,Inshore — Reef,1212.7542717953145,"$1,213"
2017,322,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,3068.071800231486,"$3,068"
2017,322,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,322,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,322,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,322,Maui,Maui,Pelagics,All Ecosystems,58248.242655649476,"$58,248"
2017,322,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,322,Maui,Maui,Pelagics,Coastal — Open Ocean,58248.24266,"$58,248"
2017,322,Maui,Maui,All Species,All Ecosystems,86599.39489,"$86,599"
2017,322,Maui,Maui,All Species,Coastal — Open Ocean,85386.64062,"$85,387"
2017,322,Maui,Maui,All Species,Inshore — Reef,1212.754272,"$1,213"
2017,323,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,323,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,323,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,323,Maui,Maui,Pelagics,All Ecosystems,102415.56082395664,"$102,416"
2017,323,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,323,Maui,Maui,Pelagics,Coastal — Open Ocean,102415.5608,"$102,416"
2017,323,Maui,Maui,All Species,All Ecosystems,102415.5608,"$102,416"
2017,323,Maui,Maui,All Species,Coastal — Open Ocean,102415.5608,"$102,416"
2017,323,Maui,Maui,All Species,Inshore — Reef,0.0,$0
2017,324,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,22328.88415392771,"$22,329"
2017,324,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,324,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,22328.88415,"$22,329"
2017,324,Maui,Maui,Shallow Bottomfish,All Ecosystems,3088.2018276647905,"$3,088"
2017,324,Maui,Maui,Shallow Bottomfish,Inshore — Reef,1277.6176935248488,"$1,278"
2017,324,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,1810.5841341399416,"$1,811"
2017,324,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,324,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,324,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,324,Maui,Maui,Pelagics,All Ecosystems,93942.59870955636,"$93,943"
2017,324,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,324,Maui,Maui,Pelagics,Coastal — Open Ocean,93942.59871,"$93,943"
2017,324,Maui,Maui,All Species,All Ecosystems,119359.6847,"$119,360"
2017,324,Maui,Maui,All Species,Coastal — Open Ocean,118082.067,"$118,082"
2017,324,Maui,Maui,All Species,Inshore — Reef,1277.617694,"$1,278"
2017,325,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,18496.748877818984,"$18,497"
2017,325,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,325,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,18496.74888,"$18,497"
2017,325,Maui,Maui,Shallow Bottomfish,All Ecosystems,2788.2484426963147,"$2,788"
2017,325,Maui,Maui,Shallow Bottomfish,Inshore — Reef,1782.945286949771,"$1,783"
2017,325,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,1005.303155746544,"$1,005"
2017,325,Maui,Maui,Reef-Associated,All Ecosystems,352.17422239955147,$352
2017,325,Maui,Maui,Reef-Associated,Inshore — Reef,352.1742224,$352
2017,325,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,325,Maui,Maui,Pelagics,All Ecosystems,14153.33250654344,"$14,153"
2017,325,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,325,Maui,Maui,Pelagics,Coastal — Open Ocean,14153.33251,"$14,153"
2017,325,Maui,Maui,All Species,All Ecosystems,35790.50405,"$35,791"
2017,325,Maui,Maui,All Species,Coastal — Open Ocean,33655.38454,"$33,655"
2017,325,Maui,Maui,All Species,Inshore — Reef,2135.119509,"$2,135"
2017,326,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,326,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,326,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,326,Maui,Maui,Pelagics,All Ecosystems,28358.392163057775,"$28,358"
2017,326,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,326,Maui,Maui,Pelagics,Coastal — Open Ocean,28358.39216,"$28,358"
2017,326,Maui,Maui,All Species,All Ecosystems,28358.39216,"$28,358"
2017,326,Maui,Maui,All Species,Coastal — Open Ocean,28358.39216,"$28,358"
2017,326,Maui,Maui,All Species,Inshore — Reef,0.0,$0
2017,327,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,84129.7244998346,"$84,130"
2017,327,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,327,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,84129.7245,"$84,130"
2017,327,Maui,Maui,Shallow Bottomfish,All Ecosystems,35844.2298010798,"$35,844"
2017,327,Maui,Maui,Shallow Bottomfish,Inshore — Reef,7963.982043831463,"$7,964"
2017,327,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,27880.247757248333,"$27,880"
2017,327,Maui,Maui,Reef-Associated,All Ecosystems,101.52770375482564,$102
2017,327,Maui,Maui,Reef-Associated,Inshore — Reef,101.5277038,$102
2017,327,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,327,Maui,Maui,Pelagics,All Ecosystems,37025.37479941553,"$37,025"
2017,327,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,327,Maui,Maui,Pelagics,Coastal — Open Ocean,37025.3748,"$37,025"
2017,327,Maui,Maui,All Species,All Ecosystems,157100.8568,"$157,101"
2017,327,Maui,Maui,All Species,Coastal — Open Ocean,149035.3471,"$149,035"
2017,327,Maui,Maui,All Species,Inshore — Reef,8065.509748,"$8,066"
2017,328,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,5360.87539938965,"$5,361"
2017,328,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,328,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,5360.875399,"$5,361"
2017,328,Maui,Maui,Shallow Bottomfish,All Ecosystems,4338.739841428171,"$4,339"
2017,328,Maui,Maui,Shallow Bottomfish,Inshore — Reef,1534.6749486056897,"$1,535"
2017,328,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,2804.064892822481,"$2,804"
2017,328,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,328,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,328,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,328,Maui,Maui,Pelagics,All Ecosystems,41663.45935462721,"$41,663"
2017,328,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,328,Maui,Maui,Pelagics,Coastal — Open Ocean,41663.45935,"$41,663"
2017,328,Maui,Maui,All Species,All Ecosystems,51363.0746,"$51,363"
2017,328,Maui,Maui,All Species,Coastal — Open Ocean,49828.39965,"$49,828"
2017,328,Maui,Maui,All Species,Inshore — Reef,1534.674949,"$1,535"
2017,331,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,178315.9593210975,"$178,316"
2017,331,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,331,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,178315.9593,"$178,316"
2017,331,Maui,Maui,Shallow Bottomfish,All Ecosystems,242025.8760245721,"$242,026"
2017,331,Maui,Maui,Shallow Bottomfish,Inshore — Reef,60937.19567647286,"$60,937"
2017,331,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,181088.6803480992,"$181,089"
2017,331,Maui,Maui,Reef-Associated,All Ecosystems,2142.0759121897045,"$2,142"
2017,331,Maui,Maui,Reef-Associated,Inshore — Reef,2142.075912,"$2,142"
2017,331,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,331,Maui,Maui,Pelagics,All Ecosystems,32483.701059697614,"$32,484"
2017,331,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,331,Maui,Maui,Pelagics,Coastal — Open Ocean,32483.70106,"$32,484"
2017,331,Maui,Maui,All Species,All Ecosystems,454967.6123,"$454,968"
2017,331,Maui,Maui,All Species,Coastal — Open Ocean,391888.3407,"$391,888"
2017,331,Maui,Maui,All Species,Inshore — Reef,63079.27159,"$63,079"
2017,332,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,332,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,332,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,332,Maui,Maui,Pelagics,All Ecosystems,9342.607651670369,"$9,343"
2017,332,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,332,Maui,Maui,Pelagics,Coastal — Open Ocean,9342.607652,"$9,343"
2017,332,Maui,Maui,All Species,All Ecosystems,9342.607652,"$9,343"
2017,332,Maui,Maui,All Species,Coastal — Open Ocean,9342.607652,"$9,343"
2017,332,Maui,Maui,All Species,Inshore — Reef,0.0,$0
2017,333,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,9803.981534960203,"$9,804"
2017,333,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,333,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,9803.981535,"$9,804"
2017,333,Maui,Maui,Reef-Associated,All Ecosystems,0.0,$0
2017,333,Maui,Maui,Reef-Associated,Inshore — Reef,0.0,$0
2017,333,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,333,Maui,Maui,Pelagics,All Ecosystems,8692.583953943536,"$8,693"
2017,333,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2017,333,Maui,Maui,Pelagics,Coastal — Open Ocean,8692.583954,"$8,693"
2017,333,Maui,Maui,All Species,All Ecosystems,18496.56549,"$18,497"
2017,333,Maui,Maui,All Species,Coastal — Open Ocean,18496.56549,"$18,497"
2017,333,Maui,Maui,All Species,Inshore — Reef,0.0,$0
2017,400,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,301.63538759606314,$302
2017,400,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,400,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,301.6353876,$302
2017,400,Honolulu,Honolulu,Reef-Associated,All Ecosystems,43421.44507268604,"$43,421"
2017,400,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,43421.44507,"$43,421"
2017,400,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,400,Honolulu,Honolulu,Pelagics,All Ecosystems,403.94727585351666,$404
2017,400,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,400,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,403.9472759,$404
2017,400,Honolulu,Honolulu,All Species,All Ecosystems,44127.02774,"$44,127"
2017,400,Honolulu,Honolulu,All Species,Coastal — Open Ocean,705.5826634,$706
2017,400,Honolulu,Honolulu,All Species,Inshore — Reef,43421.44507,"$43,421"
2017,401,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,268.369313421183,$268
2017,401,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,401,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,268.3693134,$268
2017,401,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,5933.691238711441,"$5,934"
2017,401,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,4681.618833520967,"$4,682"
2017,401,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,1252.0724051904735,"$1,252"
2017,401,Honolulu,Honolulu,Reef-Associated,All Ecosystems,164934.09413972328,"$164,934"
2017,401,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,164934.0941,"$164,934"
2017,401,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,401,Honolulu,Honolulu,Pelagics,All Ecosystems,208.14023083766483,$208
2017,401,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,401,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,208.1402308,$208
2017,401,Honolulu,Honolulu,All Species,All Ecosystems,171344.2949,"$171,344"
2017,401,Honolulu,Honolulu,All Species,Coastal — Open Ocean,1728.581949,"$1,729"
2017,401,Honolulu,Honolulu,All Species,Inshore — Reef,169615.713,"$169,616"
2017,402,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,1479.0906684621236,"$1,479"
2017,402,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,402,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,1479.090668,"$1,479"
2017,402,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,1183.1361744229014,"$1,183"
2017,402,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,853.6002897831074,$854
2017,402,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,329.53588463979395,$330
2017,402,Honolulu,Honolulu,Reef-Associated,All Ecosystems,144240.93560195935,"$144,241"
2017,402,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,144240.9356,"$144,241"
2017,402,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,402,Honolulu,Honolulu,Pelagics,All Ecosystems,366.8059576315052,$367
2017,402,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,402,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,366.8059576,$367
2017,402,Honolulu,Honolulu,All Species,All Ecosystems,147269.9684,"$147,270"
2017,402,Honolulu,Honolulu,All Species,Coastal — Open Ocean,2175.432511,"$2,175"
2017,402,Honolulu,Honolulu,All Species,Inshore — Reef,145094.5359,"$145,095"
2017,403,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,5289.607429193533,"$5,290"
2017,403,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,403,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,5289.607429,"$5,290"
2017,403,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,19325.910018199724,"$19,326"
2017,403,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,9075.36990411054,"$9,075"
2017,403,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,10250.540114089184,"$10,251"
2017,403,Honolulu,Honolulu,Reef-Associated,All Ecosystems,329190.53946057113,"$329,191"
2017,403,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,329190.5395,"$329,191"
2017,403,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,403,Honolulu,Honolulu,Pelagics,All Ecosystems,12911.03810579185,"$12,911"
2017,403,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,403,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,12911.03811,"$12,911"
2017,403,Honolulu,Honolulu,All Species,All Ecosystems,366717.095,"$366,717"
2017,403,Honolulu,Honolulu,All Species,Coastal — Open Ocean,28451.18565,"$28,451"
2017,403,Honolulu,Honolulu,All Species,Inshore — Reef,338265.9094,"$338,266"
2017,404,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,1419.8408601843255,"$1,420"
2017,404,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,404,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,1419.84086,"$1,420"
2017,404,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,7088.838889411292,"$7,089"
2017,404,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,3959.216818846737,"$3,959"
2017,404,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,3129.622070564555,"$3,130"
2017,404,Honolulu,Honolulu,Reef-Associated,All Ecosystems,145632.60263686033,"$145,633"
2017,404,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,145632.6026,"$145,633"
2017,404,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,404,Honolulu,Honolulu,Pelagics,All Ecosystems,548.8267690706757,$549
2017,404,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,404,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,548.8267691,$549
2017,404,Honolulu,Honolulu,All Species,All Ecosystems,154690.1092,"$154,690"
2017,404,Honolulu,Honolulu,All Species,Coastal — Open Ocean,5098.2897,"$5,098"
2017,404,Honolulu,Honolulu,All Species,Inshore — Reef,149591.8195,"$149,592"
2017,405,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,7329.739918584333,"$7,330"
2017,405,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,405,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,7329.739919,"$7,330"
2017,405,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,3277.8867206418354,"$3,278"
2017,405,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,1809.9797382793793,"$1,810"
2017,405,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,1467.906982362456,"$1,468"
2017,405,Honolulu,Honolulu,Reef-Associated,All Ecosystems,54157.70981025909,"$54,158"
2017,405,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,54157.70981,"$54,158"
2017,405,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,405,Honolulu,Honolulu,Pelagics,All Ecosystems,591.8511586904483,$592
2017,405,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,405,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,591.8511587,$592
2017,405,Honolulu,Honolulu,All Species,All Ecosystems,65357.18761,"$65,357"
2017,405,Honolulu,Honolulu,All Species,Coastal — Open Ocean,9389.49806,"$9,389"
2017,405,Honolulu,Honolulu,All Species,Inshore — Reef,55967.68955,"$55,968"
2017,406,Honolulu,Honolulu,Reef-Associated,All Ecosystems,84298.15428000878,"$84,298"
2017,406,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,84298.15428,"$84,298"
2017,406,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,406,Honolulu,Honolulu,Pelagics,All Ecosystems,0.0,$0
2017,406,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,406,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,0.0,$0
2017,406,Honolulu,Honolulu,All Species,All Ecosystems,84298.15428,"$84,298"
2017,406,Honolulu,Honolulu,All Species,Coastal — Open Ocean,0.0,$0
2017,406,Honolulu,Honolulu,All Species,Inshore — Reef,84298.15428,"$84,298"
2017,407,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,1197.9233964529362,"$1,198"
2017,407,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,407,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,1197.923396,"$1,198"
2017,407,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,1463.187024219811,"$1,463"
2017,407,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,1104.718624228438,"$1,105"
2017,407,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,358.46839999137296,$358
2017,407,Honolulu,Honolulu,Reef-Associated,All Ecosystems,102135.73859150687,"$102,136"
2017,407,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,102135.7386,"$102,136"
2017,407,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,407,Honolulu,Honolulu,Pelagics,All Ecosystems,52.451479931848155,$52
2017,407,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,407,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,52.45147993,$52
2017,407,Honolulu,Honolulu,All Species,All Ecosystems,104849.3005,"$104,849"
2017,407,Honolulu,Honolulu,All Species,Coastal — Open Ocean,1608.843276,"$1,609"
2017,407,Honolulu,Honolulu,All Species,Inshore — Reef,103240.4572,"$103,240"
2017,408,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,856.4239840403734,$856
2017,408,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,459.078034084586,$459
2017,408,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,397.34594995578743,$397
2017,408,Honolulu,Honolulu,Reef-Associated,All Ecosystems,122242.49903434986,"$122,242"
2017,408,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,122242.499,"$122,242"
2017,408,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,408,Honolulu,Honolulu,Pelagics,All Ecosystems,0.0,$0
2017,408,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,408,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,0.0,$0
2017,408,Honolulu,Honolulu,All Species,All Ecosystems,123098.923,"$123,099"
2017,408,Honolulu,Honolulu,All Species,Coastal — Open Ocean,397.34595,$397
2017,408,Honolulu,Honolulu,All Species,Inshore — Reef,122701.5771,"$122,702"
2017,409,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,2900.008797887864,"$2,900"
2017,409,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,409,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,2900.008798,"$2,900"
2017,409,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,2956.184310393168,"$2,956"
2017,409,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,1661.425266210883,"$1,661"
2017,409,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,1294.759044182285,"$1,295"
2017,409,Honolulu,Honolulu,Reef-Associated,All Ecosystems,85248.90080858837,"$85,249"
2017,409,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,85248.90081,"$85,249"
2017,409,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,409,Honolulu,Honolulu,Pelagics,All Ecosystems,404.7269600146658,$405
2017,409,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,409,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,404.72696,$405
2017,409,Honolulu,Honolulu,All Species,All Ecosystems,91509.82088,"$91,510"
2017,409,Honolulu,Honolulu,All Species,Coastal — Open Ocean,4599.494802,"$4,599"
2017,409,Honolulu,Honolulu,All Species,Inshore — Reef,86910.32607,"$86,910"
2017,420,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,1128.9781650024076,"$1,129"
2017,420,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,420,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,1128.978165,"$1,129"
2017,420,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,2270.713898028052,"$2,271"
2017,420,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,1353.2699638944364,"$1,353"
2017,420,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,917.4439341336156,$917
2017,420,Honolulu,Honolulu,Reef-Associated,All Ecosystems,845.814429004824,$846
2017,420,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,845.814429,$846
2017,420,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,420,Honolulu,Honolulu,Pelagics,All Ecosystems,12757.404885856326,"$12,757"
2017,420,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
2017,420,Honolulu,Honolulu,Pelagics,Coastal — Open Ocean,12757.40489,"$12,757"
2017,420,Honolulu,Honolulu,All Species,All Ecosystems,17002.91138,"$17,003"
2017,420,Honolulu,Honolulu,All Species,Coastal — Open Ocean,14803.82698,"$14,804"
2017,420,Honolulu,Honolulu,All Species,Inshore — Reef,2199.084393,"$2,199"
2017,421,Honolulu,Honolulu,Deep 7 Bottomfish,All Ecosystems,2930.17233664747,"$2,930"
2017,421,Honolulu,Honolulu,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2017,421,Honolulu,Honolulu,Deep 7 Bottomfish,Coastal — Open Ocean,2930.172337,"$2,930"
2017,421,Honolulu,Honolulu,Shallow Bottomfish,All Ecosystems,762.8528840195253,$763
2017,421,Honolulu,Honolulu,Shallow Bottomfish,Inshore — Reef,525.1988512232119,$525
2017,421,Honolulu,Honolulu,Shallow Bottomfish,Coastal — Open Ocean,237.65403279631337,$238
2017,421,Honolulu,Honolulu,Reef-Associated,All Ecosystems,656.3320513943107,$656
2017,421,Honolulu,Honolulu,Reef-Associated,Inshore — Reef,656.3320514,$656
2017,421,Honolulu,Honolulu,Reef-Associated,Coastal — Open Ocean,0.0,$0
2017,421,Honolulu,Honolulu,Pelagics,All Ecosystems,47430.17217329139,"$47,430"
2017,421,Honolulu,Honolulu,Pelagics,Inshore — Reef,0.0,$0
