year,island,island_olelo,county,county_olelo,species_group,ecosystem_type,exchange_value,exchange_value_formatted,area_id
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,4004.628864637925,"$4,005",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,18365.232023536857,"$18,365",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,18365.23202,"$18,365",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,12850.438195070485,"$12,850",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,12850.4382,"$12,850",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,45012.61461,"$45,013",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,20582.15987,"$20,582",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,24430.45474,"$24,430",521
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,6599.897039309564,"$6,600",522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,6599.897039,"$6,600",522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,6599.897039,"$6,600",522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,6599.897039,"$6,600",522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,0.0,$0,522
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,2181.3942706019357,"$2,181",523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,2181.394271,"$2,181",523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,70010.63329146446,"$70,011",523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,70010.63329,"$70,011",523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,72192.02756,"$72,192",523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,72192.02756,"$72,192",523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,0.0,$0,523
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,All Ecosystems,7699.755744775376,"$7,700",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Deep 7 Bottomfish,Coastal — Open Ocean,7699.755745,"$7,700",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,38361.5970647587,"$38,362",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,13531.899028195345,"$13,532",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,24829.698036563357,"$24,830",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,15851.13650811281,"$15,851",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,15851.13651,"$15,851",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,269742.1785919296,"$269,742",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,269742.1786,"$269,742",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,331654.6679,"$331,655",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,302271.6324,"$302,272",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,29383.03554,"$29,383",524
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,All Ecosystems,9734.744906398948,"$9,735",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Inshore — Reef,2612.5832385101476,"$2,613",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Shallow Bottomfish,Coastal — Open Ocean,7122.1616678888,"$7,122",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,9721.952685746324,"$9,722",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,9721.952686,"$9,722",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,19456.69759,"$19,457",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,16844.11435,"$16,844",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,2612.583239,"$2,613",525
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,2071.8447081616946,"$2,072",526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,2071.844708,"$2,072",526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,2071.844708,"$2,072",526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,2071.844708,"$2,072",526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,0.0,$0,526
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,1776.0710153413702,"$1,776",527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,1776.071015,"$1,776",527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,1776.071015,"$1,776",527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,1776.071015,"$1,776",527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,0.0,$0,527
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,All Ecosystems,0.0,$0,528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Inshore — Reef,0.0,$0,528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,All Ecosystems,17582.102850985968,"$17,582",528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Inshore — Reef,0.0,$0,528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,Pelagics,Coastal — Open Ocean,17582.10285,"$17,582",528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,All Ecosystems,17582.10285,"$17,582",528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Coastal — Open Ocean,17582.10285,"$17,582",528
2017,Kauai,Kauaʻi,Kauai,Kauaʻi,All Species,Inshore — Reef,0.0,$0,528
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,15337.037534677904,"$15,337",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,15337.03753,"$15,337",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,2214.6783039875745,"$2,215",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,990.2552828079324,$990,100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,1224.423021179642,"$1,224",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,22693.510821959873,"$22,694",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,22693.51082,"$22,694",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,49279.18801264478,"$49,279",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,49279.18801,"$49,279",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,89524.41467,"$89,524",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,65840.64857,"$65,841",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,23683.7661,"$23,684",100
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,17583.439238357056,"$17,583",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,17583.43924,"$17,583",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,10811.33461488802,"$10,811",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,6023.376485837403,"$6,023",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,4787.958129050616,"$4,788",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,350086.9722928762,"$350,087",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,350086.9723,"$350,087",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,134194.60787004227,"$134,195",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,134194.6079,"$134,195",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,512676.354,"$512,676",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,156566.0052,"$156,566",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,356110.3488,"$356,110",101
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,19540.242957486866,"$19,540",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,19540.24296,"$19,540",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,52616.01407863794,"$52,616",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,25366.90588537645,"$25,367",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,27249.10819326149,"$27,249",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,13553.298954291244,"$13,553",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,13553.29895,"$13,553",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,25600.515262562352,"$25,601",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,25600.51526,"$25,601",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,111310.0713,"$111,310",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,72389.86641,"$72,390",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,38920.20484,"$38,920",102
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,11808.111258247674,"$11,808",103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,11808.11126,"$11,808",103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,0.0,$0,103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,0.0,$0,103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,3162.0887100231503,"$3,162",103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,3162.08871,"$3,162",103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,14970.19997,"$14,970",103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,14970.19997,"$14,970",103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,0.0,$0,103
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,8730.079181290703,"$8,730",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,8730.079181,"$8,730",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,6874.923568216616,"$6,875",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,6874.923568,"$6,875",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,18644.966402874743,"$18,645",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,18644.9664,"$18,645",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,34249.96915,"$34,250",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,27375.04558,"$27,375",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,6874.923568,"$6,875",104
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,21732.84936991845,"$21,733",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,21732.84937,"$21,733",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,2776.2589522267563,"$2,776",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,1282.0578194887876,"$1,282",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,1494.2011327379687,"$1,494",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,14728.325240390044,"$14,728",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,14728.32524,"$14,728",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,12050.781564828314,"$12,051",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,12050.78156,"$12,051",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,51288.21513,"$51,288",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,35277.83207,"$35,278",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,16010.38306,"$16,010",105
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,6366.2244250543945,"$6,366",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,6366.224425,"$6,366",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,3991.821572495036,"$3,992",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,1910.9775146543195,"$1,911",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,2080.844057840716,"$2,081",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,44097.75213683616,"$44,098",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,44097.75214,"$44,098",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,57486.75692378334,"$57,487",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,57486.75692,"$57,487",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,111942.5551,"$111,943",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,65933.82541,"$65,934",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,46008.72965,"$46,009",106
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,10027.442288544238,"$10,027",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,10027.44229,"$10,027",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,1718.0739290983813,"$1,718",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,510.9497858885411,$511,107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,1207.1241432098402,"$1,207",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,19493.15946579096,"$19,493",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,19493.15947,"$19,493",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,23426.78077029135,"$23,427",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,23426.78077,"$23,427",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,54665.45645,"$54,665",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,34661.3472,"$34,661",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,20004.10925,"$20,004",107
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,3034.9510145495565,"$3,035",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,3034.951015,"$3,035",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,3869.972715448466,"$3,870",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,3869.972715,"$3,870",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,50605.2522606869,"$50,605",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,50605.25226,"$50,605",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,57510.17599,"$57,510",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,53640.20328,"$53,640",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,Inshore — Reef,3869.972715,"$3,870",108
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,12591.684504677689,"$12,592",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0,120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,12591.6845,"$12,592",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,3912.499888145701,"$3,912",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,1775.8774969486956,"$1,776",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,2136.6223911970046,"$2,137",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,133.7865504069627,$134,120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,133.7865504,$134,120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0,120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,42926.26680081172,"$42,926",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0,120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,42926.2668,"$42,926",120
2016,Hawaii,Hawaiʻi,Hawaii,Hawaiʻi,All Species,All Ecosystems,59564.23774,"$59,564",120
